lng,lat,OBJEKT_NR,OBJEKTBEZ,BAUMNUMMER,BAUMART,BOTANISCHER_NAME,PFLANZJAHR
6.54552484137107,51.3099329544693,2575230/N,"FDF Hauptfriedhof NEU, Heideckstraße",2957,Rotdorn,Crataegus laevigata Pauls Scarlet,2016
6.55622589387086,51.314968871409,0571285,JOHANNES-BAUSCH-Straße,3,Gemeine Esche,Fraxinus excelsior,2016
6.61767801192674,51.3538072603396,3875231,"FDF Bockum, Am Badezentrum",397,Amberbaum,Liquidambar styraciflua,2016
6.55433979741074,51.3340317951884,1178402,"Gartenstraße 147, Villa K",10,Sorte der Tulpenmagnolie,Magnolia Hybride Galaxy,2016
6.55427310560957,51.3340189385897,1178402,"Gartenstraße 147, Villa K",9,Sorte der Tulpenmagnolie,Magnolia Hybride Galaxy,2016
6.55441108321284,51.3340475746932,1178402,"Gartenstraße 147, Villa K",12,Sorte der Tulpenmagnolie,Magnolia Hybride Galaxy,2016
6.59118444837287,51.3145907015944,0671054,AM BELLERSHOF,3,Sorte der Japanische Zierkirsche,Prunus serrulata Sunset Boulevard,2016
6.55696079681113,51.3153650992419,0571285,JOHANNES-BAUSCH-Straße,2,Gemeine Esche,Fraxinus excelsior,2016
6.61720217241568,51.3540796227843,3875231,"FDF Bockum, Am Badezentrum",304,Rotblättrige Sorte des Berg-Ahorn,Acer pseudoplatanus Purpurascens,2016
6.55670282855676,51.3156823673248,0571285,JOHANNES-BAUSCH-Straße,1,Gemeine Esche,Fraxinus excelsior,2016
6.61871800614072,51.3528259815261,3875231,"FDF Bockum, Am Badezentrum",350,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.49169117358604,51.373960122963,1378536,"Dünkirchener Straße, Venloer Straße, Fläche - Baum des Jahres",52,Winter-Linde,Tilia cordata,2016
6.55590645185106,51.3149779409962,0571285,JOHANNES-BAUSCH-Straße,4,Gemeine Esche,Fraxinus excelsior,2016
6.5555644351694,51.3152226254938,0571285,JOHANNES-BAUSCH-Straße,5,Gemeine Esche,Fraxinus excelsior,2016
6.61821937286011,51.3522899441653,3875231,"FDF Bockum, Am Badezentrum",332,Berg-Ahorn,Acer pseudoplatanus,2016
6.61874754812864,51.3527449068991,3875231,"FDF Bockum, Am Badezentrum",351,Schwarzblättriger-Ahorn,Acer platanoides Faassens Black,2016
6.56312103326689,51.3293134072668,1478419,"Anne-Frank-Platz, Kinderspielplatz",1,Schwedische Mehlbeere,Sorbus intermedia,2016
6.57591753942671,51.3351564730358,1478421,"Viktoriastraße 96, Kindergarten",5,Sorte des Rot-Ahorns,Acer rubrum Scanlon,2016
6.55894227061983,51.3060031855088,2678515,"Vulkanstraße, Stadtpark Fischeln II",485,Pyramiden-Eiche,Quercus robur Fastigiata,2016
6.5482134918908,51.3230565613112,0171270,LEVENSTRAßE,1,Winter-Linde,Tilia cordata,2016
6.61548899433342,51.3195661288373,0770165,BROMELEDONK,8,Schwedische Mehlbeere,Sorbus intermedia,2016
6.57650106309009,51.3104497726721,2678520,Camesstraße - Kölner Straße / Vulkanstraße,53,Amberbaum,Liquidambar  species,2016
6.63777528168989,51.3598256420697,4978520,"Parkstraße, Stadtpark",1728,Blutbuche,Fagus sylvatica Purpurea,2016
6.57583927430766,51.3439509805437,1478527,Hohenzollernstraße,30,Blutbuche,Fagus sylvatica Purpurea,2016
6.57656489368598,51.3459420587158,1478527,Hohenzollernstraße,1,Blutbuche,Fagus sylvatica Purpurea,2016
6.57594680957673,51.3442785502716,1478527,Hohenzollernstraße,27,Blutbuche,Fagus sylvatica Purpurea,2016
6.58606113398715,51.3410222754607,0870335,GNEISENAUSTRAßE,11,Japanische Zierkirsche,Prunus serrulata Kanzan,2016
6.50362390382011,51.3806343219157,1375234,"FDF Hüls, Am Strathof",60,Sand-Birke,Betula pendula,2016
6.60765653717584,51.3254899301384,2778552,"Neue Flur, Grünfläche bis Korekamp",79,Weiß- Esche,Fraxinus americana,2016
6.57612433099521,51.3350400122356,1478421,"Viktoriastraße 96, Kindergarten",32,Sorte des Rot-Ahorns,Acer rubrum Scanlon,2016
6.57631746622521,51.334928811512,1478421,"Viktoriastraße 96, Kindergarten",33,Sorte des Rot-Ahorns,Acer rubrum Scanlon,2016
6.5763712795906,51.3349502961522,1478421,"Viktoriastraße 96, Kindergarten",34,Sorte des Rot-Ahorns,Acer rubrum Scanlon,2016
6.60605578009658,51.3188277789891,2778551,Buschdonk bis Fungendonk,14,Kopfeiche,Quercus robur,2016
6.52661328867551,51.3847626173079,0371538,ROHRAMMERDYK,95,Stiel-Eiche,Quercus robur,2016
6.6045990086855,51.3196269117283,2778551,Buschdonk bis Fungendonk,13,Vogel-Kirsche,Prunus avium,2016
6.64258979106801,51.3446841889917,2778538,Carl-Sonnenschein-Straße,42,Vogel-Kirsche,Prunus avium,2016
6.64457450099879,51.3711171819723,4975239,"FDF Uerdingen, Friedensstraße",124,Tulpenbaum,Liriodendron tulipifera,2016
6.60921135607162,51.3275272776633,0770934,WEETEKAMP,33,Sorte der Japanische Zierkirsche,Prunus serrulata Sunset Boulevard,2016
6.57018382438932,51.3420550188214,0270637,MOERSER STRAßE,306,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.56621215621307,51.3394993390076,0470637,MOERSER STRAßE,293,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.56732607569612,51.3175365370673,0570913,VOM-BRUCK-PLATZ,14,Kugelrobinie,Robinia pseudoacacia Umbraculifera,2016
6.55985713998614,51.3422560923918,0270141,BLUMENTALSTRAßE,5,Kaiserlinde,Tilia vulgaris Pallida,2016
6.55975992303686,51.2962125553946,0670095,ANRATHER STRAßE,83,Berg-Ahorn,Acer pseudoplatanus,2016
6.55249115010121,51.3266630218647,0170293,FRANKENRING,131,Kaiserlinde,Tilia vulgaris Pallida,2016
6.59945844675749,51.3271591979171,0770938,WEIDEN,31,Kegel-Robinie,Robinia pseudoacacia Bessoniana,2016
6.55342175067058,51.3259452957449,0170358,HAGERWEG,48,Scharlach-Eiche,Quercus coccinea,2016
6.56575772362641,51.3031915141909,0671045,BREUERSHOFSTRAßE,22,Sumpf-Eiche,Quercus palustris,2016
6.58138150581932,51.3336347843,0470368,HARDENBERGSTRAßE,54,Blauglockenbaum,Paulownia tomentosa,2016
6.57595136999882,51.3438788979033,1478527,Hohenzollernstraße,36,Baum-Magnolie,Magnolia kobus,2016
6.56857010502516,51.3410875065118,0270637,MOERSER STRAßE,9010,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.63957888865841,51.3598023686855,4978520,"Parkstraße, Stadtpark",2015,Immergrüne-Eiche,Quercus x turneri Pseudoturneri,2016
6.63490842123033,51.3640278437714,4978520,"Parkstraße, Stadtpark",2013,Kaiser-Eiche,Quercus dentata,2016
6.67896594961481,51.3241116189437,4975233,"FDF Gellep-Stratum, Heidbergsweg",218,Stiel-Eiche,Quercus robur,2016
6.57342250372313,51.3363071345599,0470915,VON-BECKERATH-PLATZ,3,Tulpenbaum,Liriodendron tulipifera,2016
6.5049269077352,51.3807436926658,1375234,"FDF Hüls, Am Strathof",85,Sand-Birke,Betula pendula,2016
6.53783290903922,51.3549441348491,0271228,HÖCHTERDYK,5,Stiel-Eiche,Quercus robur,2016
6.50127545037102,51.3887876096696,0371557,KLEVER STRAßE,103,Gemeine Hainbuche,Carpinus betulus,2016
6.54836291151348,51.3412061738153,0170799,SCHROERSSTRAßE,25,Kugelahorn,Acer platanoides Globosum,2016
6.54876228830879,51.3447061308836,0270643,MORITZPLATZ,2,Zierapfel,Malus Evereste,2016
6.62632447889508,51.3192798273177,0770372,HAUPTSTRAßE,231,Einblättrige Robinie,Robinia pseudoacacia Unifoliola,2016
6.53781083837822,51.3573807427566,0270289,FLÜNNERTZDYK,18,Spitz-Ahorn,Acer platanoides,2016
6.58168683147658,51.3336573043895,0470368,HARDENBERGSTRAßE,50,Blauglockenbaum,Paulownia tomentosa,2016
6.56952538608313,51.3416177501023,0270637,MOERSER STRAßE,269,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.55294082389625,51.3283912510458,0170732,PRINZ-FERDINAND-STRAßE,90,Ginkgobaum (männliche Form),Ginkgo biloba (m),2016
6.59755862927765,51.3425163350873,0870323,GERMANIASTRAßE,105,Schnurbaum,Sophora japonica Regent,2016
6.56200653967724,51.3314756400945,0470808,SCHWANENMARKT,1,Schmalkronige Platane,Platanus acerifolia Tremonia,2016
6.63336360468665,51.3638814258126,0970170,BRUCHWEG,113,Berg-Ahorn,Acer pseudoplatanus,2016
6.57192178891072,51.3242816732592,0570758,RITTERSTRAßE,10,Säulen-Feldahorn,Acer campestre Green Column,2016
6.58313456063618,51.3420223178933,0470469,JENTGESALLEE,114,Spitz-Ahorn,Acer platanoides,2016
6.56490527506683,51.3506166160715,0270536,KRÜLLSDYK,23,Berg-Ahorn,Acer pseudoplatanus,2016
6.53752213310367,51.3398928444677,0170627,MENGELBERGSTRAßE,16,Spitz-Ahorn,Acer platanoides,2016
6.55756456587482,51.3347706026067,0470947,WESTWALL,112,Gewöhnliche Platane,Platanus x acerifolia,2016
6.60127900256526,51.3624403946273,0870978,ZWINGENBERGSTRAßE,168,Sorte der Vogel-Kirsche,Prunus avium Landscape Bloom,2016
6.51200375377412,51.3882200596798,0371547,LOOKDYK,26,Stiel-Eiche,Quercus robur,2016
6.54674366642159,51.3114876692501,2575230/N,"FDF Hauptfriedhof NEU, Heideckstraße",2153,Blutbuche,Fagus sylvatica Purpurea,2016
6.57581962335581,51.3374833304531,0470902,VIKTORIASTRAßE,72,Sorte der Pyramiden-Eiche,Quercus robur Fastigiata 'Koster',2016
6.57609902789076,51.3350722499497,1478421,"Viktoriastraße 96, Kindergarten",22,Sorte des Rot-Ahorns,Acer rubrum Scanlon,2016
6.56183233653624,51.3369761537195,0470682,NORDWALL,50,Amberbaum,Liquidambar styraciflua,2016
6.60641611997523,51.3240190862346,0770145,BÖKENDONK,1,Stiel-Eiche,Quercus robur,2016
6.54618275182958,51.3274931760858,0170311,GABELSBERGERSTRAßE,12,Französischer Ahorn,Acer monspessulanum,2016
6.56969515047178,51.3415680013115,0470637,MOERSER STRAßE,33,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.62028664532206,51.3620379000733,0870878,TRAARER STRAßE,35,Spanische Eiche,Quercus hispanica Ambroziana,2016
6.61910303685567,51.3623326243564,0870878,TRAARER STRAßE,30,Spanische Eiche,Quercus hispanica Ambroziana,2016
6.57159025188127,51.3370016975594,0470199,CRACAUER STRAßE,2,Rotblättrige Sorte des Spitz-Ahorn,Acer platanoides Schwedleri,2016
6.60129794644641,51.3623494888037,0870978,ZWINGENBERGSTRAßE,201,Sorte der Vogel-Kirsche,Prunus avium Landscape Bloom,2016
6.53204872984446,51.3176078056581,0170043,AM KONNERTZFELD,12,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57517104500588,51.3496843387309,0870637,MOERSER STRAßE,1124,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57514113227249,51.3499722559719,0870637,MOERSER STRAßE,1125,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57723885749124,51.3538730784675,0270212,DEUßSTRAßE,14,Himalaja-Birke,Betula utilis,2016
6.58257930532377,51.3324536826194,0470701,OPPUMER STRAßE,14,Schmalkronige Platane,Platanus acerifolia Tremonia,2016
6.56057847115676,51.3481874436882,0270536,KRÜLLSDYK,54,Berg-Ahorn,Acer pseudoplatanus,2016
6.5775699814323,51.3521952122059,0270212,DEUßSTRAßE,1,Himalaja-Birke,Betula utilis,2016
6.57495930255087,51.350536122721,0870637,MOERSER STRAßE,1136,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57512212654345,51.3501569095469,0870637,MOERSER STRAßE,1126,Kaiserlinde,Tilia vulgaris Pallida,2016
6.54572602366167,51.3278734152831,0170311,GABELSBERGERSTRAßE,5,Französischer Ahorn,Acer monspessulanum,2016
6.57520336612154,51.3494438169175,0870637,MOERSER STRAßE,1123,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57509071209732,51.3505472907049,0870637,MOERSER STRAßE,1128,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57484396791931,51.3530735318172,0870637,MOERSER STRAßE,1129,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57487369667758,51.3529710003472,0870637,MOERSER STRAßE,1130,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57496541315563,51.3519953666118,0870637,MOERSER STRAßE,1132,Kaiserlinde,Tilia vulgaris Pallida,2016
6.5749514052894,51.3511306525129,0870637,MOERSER STRAßE,1134,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57524590157426,51.3492740585351,0870637,MOERSER STRAßE,1122,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57494947619214,51.3508173328585,0870637,MOERSER STRAßE,1135,Kaiserlinde,Tilia vulgaris Pallida,2016
6.64384114420952,51.3588547005507,4878518,"An der Kesselschmiede, Grünanlage",9,Zierkirsche,Prunus hillerii Spire,2016
6.57501570380504,51.3499115074341,0870637,MOERSER STRAßE,1138,Kaiserlinde,Tilia vulgaris Pallida,2016
6.57506139766012,51.3494977530794,0870637,MOERSER STRAßE,1140,Kaiserlinde,Tilia vulgaris Pallida,2016
6.69867881870213,51.3276789425558,0971024,BATAVERSTRAßE,379,Berg-Ahorn,Acer pseudoplatanus,2016
6.69842702505176,51.3280143997161,0971024,BATAVERSTRAßE,381,Berg-Ahorn,Acer pseudoplatanus,2016
6.5914933265322,51.3368893317489,0770872,TIERGARTENSTRAßE,27,Papier-Birke,Betula papyrifera,2016
6.51173916056301,51.3663331106056,0371603,TÖNISVORSTER STRAßE,16,Winter-Linde,Tilia cordata,2016
6.63532859595311,51.3648175444366,4978520,"Parkstraße, Stadtpark",2018,Weißbunte Sorte vom Berg-Ahorn,Acer pseudoplatanus Leopoldii,2016
6.64399926691636,51.3606917500022,4978529,Heinrichsplatz,4,Baum-Magnolie,Magnolia kobus,2016
6.63107241452904,51.3662961889723,E3_03,Löschenhofweg,15,Kopfweide,Salix alba,2016
6.56721960490059,51.3175128413416,0570913,VOM-BRUCK-PLATZ,15,Kugelrobinie,Robinia pseudoacacia Umbraculifera,2016
6.54780104334928,51.3614723778139,1370289,Flünnertzdyk,1017,,,2016
6.54894298631272,51.3615737499663,1370289,Flünnertzdyk,1018,,,2016
6.59352391655505,51.3486811170666,0870345,GROTENBURGSTRAßE,46,Papier-Birke,Betula papyrifera,2016
6.54659741396353,51.3210713274998,0170107,BAACKESWEG,50,Sand-Birke,Betula pendula,2016
6.56805806735697,51.3231210101655,0570758,RITTERSTRAßE,45,Säulen-Feldahorn,Acer campestre Green Column,2016
6.57606520992545,51.3439038272119,1478527,Hohenzollernstraße,37,Baum-Magnolie,Magnolia kobus,2016
6.6307629394818,51.370306688968,4978515,"Bruchweg 15, Betriebshof",107,Gemeine Hainbuche,Carpinus betulus,2016
6.53911179920432,51.3386829369781,0170187,CANISIUSSTRAßE,13,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.62634440646375,51.3350354668211,2778518,Crön,645,Pyramiden-Eiche,Quercus robur Fastigiata,2016
6.62652253891207,51.3346572841572,2778518,Crön,646,Pyramiden-Eiche,Quercus robur Fastigiata,2016
6.54542156613185,51.3098826837354,2575230/N,"FDF Hauptfriedhof NEU, Heideckstraße",2955,Rotdorn,Crataegus laevigata Pauls Scarlet,2016
6.54424757018798,51.3104496071791,2575230/N,"FDF Hauptfriedhof NEU, Heideckstraße",6009,Amberbaum,Liquidambar styraciflua,2016
6.6984334061549,51.327886996217,0971024,BATAVERSTRAßE,380,Berg-Ahorn,Acer pseudoplatanus,2016
6.53918803691866,51.3386556673029,0170187,CANISIUSSTRAßE,12,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.5389666575141,51.3387344223273,0170187,CANISIUSSTRAßE,15,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.53874630054895,51.3388131984322,0170187,CANISIUSSTRAßE,18,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.53866590087307,51.3388416635303,0170187,CANISIUSSTRAßE,19,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.61832062664629,51.3760929049025,3875238,"FDF Elfrath, An der Elfrather Mühle",119,Winter-Linde,Tilia cordata,2016
6.63474858938906,51.3490937008647,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3446,Apfel,Malus communis * (MAsy),2016
6.5394783189965,51.3385526958564,0170187,CANISIUSSTRAßE,8,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.53933109741505,51.3386047795434,0170187,CANISIUSSTRAßE,10,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.53925905561336,51.3386302126926,0170187,CANISIUSSTRAßE,11,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.61904722219873,51.3760933047286,3875238,"FDF Elfrath, An der Elfrather Mühle",166,Amberbaum,Liquidambar styraciflua,2016
6.61961381377294,51.3766824056613,3875238,"FDF Elfrath, An der Elfrather Mühle",188,Rotbuche,Fagus sylvatica,2016
6.61788548177803,51.3761493923246,3875238,"FDF Elfrath, An der Elfrather Mühle",279,Rotblättrige Sorte des Berg-Ahorn,Acer pseudoplatanus Purpurascens,2016
6.61678975698318,51.3765021373908,3875238,"FDF Elfrath, An der Elfrather Mühle",334,Baum-Hasel,Corylus colurna,2016
6.61686285913361,51.3762605693902,3875238,"FDF Elfrath, An der Elfrather Mühle",362,Amberbaum,Liquidambar styraciflua,2016
6.61689997807809,51.3761489441798,3875238,"FDF Elfrath, An der Elfrather Mühle",368,Baum-Hasel,Corylus colurna,2016
6.61114860204572,51.3492444402841,3878402,"Am Eickerhof, Kinderspielplatz",10,Blutpflaume,Prunus cerasifera Nigra,2016
6.61228248444811,51.348919321427,3878575,"Kreuzbergstraße, Grünzug entlang Badezentrum",179,Birke,Betula  species,2016
6.61219943090116,51.3489519196936,3878575,"Kreuzbergstraße, Grünzug entlang Badezentrum",180,Birke,Betula  species,2016
6.61211642813691,51.3489835391674,3878575,"Kreuzbergstraße, Grünzug entlang Badezentrum",181,Ahorn,Acer  species,2016
6.61206544734226,51.3490011150976,3878575,"Kreuzbergstraße, Grünzug entlang Badezentrum",182,Birke,Betula  species,2016
6.61646088086341,51.3752881998503,3875238,"FDF Elfrath, An der Elfrather Mühle",63,Amberbaum,Liquidambar styraciflua,2016
6.59283599645679,51.3371937417185,0770872,TIERGARTENSTRAßE,37,Papier-Birke,Betula papyrifera,2016
6.57435160172088,51.359196924421,3878415,"Am Flohbusch, Kinderspielplatz Holzmörs",3,Sorte des Rot-Ahorns,Acer rubrum Red Sunset,2016
6.57469634818869,51.3590397501566,3878415,"Am Flohbusch, Kinderspielplatz Holzmörs",4,Vogel-Kirsche,Prunus avium,2016
6.64787038755763,51.3660397962459,4978516,"Duisburgerstraße / Körnerstraße / Ahornstraße, Grünverb.",112,,,2016
6.49928703246152,51.3701066934285,0371075,LEIDENER STRAßE,115,Baum-Hasel,Corylus colurna,2016
6.5690978992745,51.3391224574268,0470336,GOETHESTRAßE,11,Baum-Magnolie,Magnolia kobus,2016
6.5397748761885,51.3384472891511,0170187,CANISIUSSTRAßE,4,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.53962765527256,51.3384993732209,0170187,CANISIUSSTRAßE,6,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.58874701197775,51.3462150126002,3878590,"Kaiserstraße, Kaiserpark",292,Urwelt-Mammutbaum,Metasequoia glyptostroboides,2016
6.58750861345605,51.3478645072421,3878590,"Kaiserstraße, Kaiserpark",381,Libanon-Zeder,Cedrus libani,2016
6.53307831375254,51.3744536813507,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",68,Kopfweide,Salix alba,2016
6.53300706453309,51.3744278253411,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",69,Kopfweide,Salix alba,2016
6.53293322405712,51.3744019146983,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",70,Kopfweide,Salix alba,2016
6.53285437544708,51.3743726511543,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",71,Kopfweide,Salix alba,2016
6.63530755494952,51.3623681371781,4978520,"Parkstraße, Stadtpark",2004,Dachförmige Platane,Platanus x acerifolia,2016
6.5327625702679,51.3743431145863,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",72,Kopfweide,Salix alba,2016
6.53257948368769,51.3742743102287,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",74,Kopfweide,Salix alba,2016
6.53249813143906,51.3742433700167,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",75,Kopfweide,Salix alba,2016
6.53239907623121,51.3742039383592,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",76,Kopfweide,Salix alba,2016
6.53232281963412,51.3741747290681,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",77,Kopfweide,Salix alba,2016
6.63533959880117,51.3623125741047,4978520,"Parkstraße, Stadtpark",2005,Dachförmige Platane,Platanus x acerifolia,2016
6.63544932835486,51.3620997860384,4978520,"Parkstraße, Stadtpark",2007,Dachförmige Platane,Platanus x acerifolia,2016
6.63558191375353,51.3618354649736,4978520,"Parkstraße, Stadtpark",2008,Dachförmige Platane,Platanus x acerifolia,2016
6.56873772176171,51.341178431504,0270637,MOERSER STRAßE,273,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.55205623682966,51.3268932863957,0170293,FRANKENRING,126,Kaiserlinde,Tilia vulgaris Pallida,2016
6.6026278510554,51.3557070233913,E4_03,"Engerstraße, bei Peltzers",13,Kopfweide,Salix alba,2016
6.49953483997905,51.3700259575076,0371075,LEIDENER STRAßE,113,Baum-Hasel,Corylus colurna,2016
6.49939409156164,51.370053174814,0371075,LEIDENER STRAßE,114,Baum-Hasel,Corylus colurna,2016
6.6025712339361,51.3556745626922,E4_03,"Engerstraße, bei Peltzers",14,Kopfweide,Salix alba,2016
6.60240365877173,51.3555876181854,E4_03,"Engerstraße, bei Peltzers",16,Kopfweide,Salix alba,2016
6.5118332987413,51.3725026667475,0371417,AUF DEM GRABEN,18,Baum-Magnolie,Magnolia kobus,2016
6.63469049850224,51.3490499283621,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3449,Apfel,Malus communis * (MAsy),2016
6.6347333506801,51.34904873276,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3450,Apfel,Malus communis * (MAsy),2016
6.63477927888374,51.3490517217653,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3451,Apfel,Malus communis * (MAsy),2016
6.60325921539526,51.3561032079575,E4_03,"Engerstraße, bei Peltzers",3,Kopfweide,Salix alba,2016
6.60320844858433,51.3560655950369,E4_03,"Engerstraße, bei Peltzers",4,Kopfweide,Salix alba,2016
6.60310209507446,51.3559763602863,E4_03,"Engerstraße, bei Peltzers",6,Kopfweide,Salix alba,2016
6.60304335669573,51.3559316260927,E4_03,"Engerstraße, bei Peltzers",7,Kopfweide,Salix alba,2016
6.60297595191942,51.3558936471972,E4_03,"Engerstraße, bei Peltzers",8,Kopfweide,Salix alba,2016
6.60289470405294,51.3558553722558,E4_03,"Engerstraße, bei Peltzers",9,Kopfweide,Salix alba,2016
6.60284917902369,51.3558248090154,E4_03,"Engerstraße, bei Peltzers",10,Kopfweide,Salix alba,2016
6.60277376211767,51.355783129271,E4_03,"Engerstraße, bei Peltzers",11,Kopfweide,Salix alba,2016
6.60270342302763,51.3557486029833,E4_03,"Engerstraße, bei Peltzers",12,Kopfweide,Salix alba,2016
6.5751037009237,51.3503478244882,0870637,MOERSER STRAßE,1127,Kaiserlinde,Tilia vulgaris Pallida,2016
6.5749183836975,51.3527865196873,0870637,MOERSER STRAßE,1131,Kaiserlinde,Tilia vulgaris Pallida,2016
6.5749840442936,51.3502199660842,0870637,MOERSER STRAßE,1137,Kaiserlinde,Tilia vulgaris Pallida,2016
6.49489750739612,51.3749117532208,1378410,"Waldnieler Straße, Kinderspielplatz",24,Gemeine Hainbuche,Carpinus betulus,2016
6.57367764113563,51.3361549196934,0470915,VON-BECKERATH-PLATZ,6,Tulpenbaum,Liriodendron tulipifera,2016
6.60585209260625,51.3373941639578,0770123,BERLINER STRAßE,56,Purpur-Erle,Alnus x spaethii,2016
6.61982777918377,51.3758987842724,3875238,"FDF Elfrath, An der Elfrather Mühle",599,Spitz-Ahorn,Acer platanoides,2016
6.63552320869133,51.3506703939257,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3440,Apfel,Malus communis * (MAsy),2016
6.63537548326617,51.350641301671,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3441,Apfel,Malus communis * (MAsy),2016
6.63461020358737,51.3490964019948,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3443,Apfel,Malus communis * (MAsy),2016
6.63465751074543,51.3490939222549,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3444,Apfel,Malus communis * (MAsy),2016
6.6347036157731,51.3490934794558,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3445,Apfel,Malus communis * (MAsy),2016
6.63460246059965,51.3490550207027,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3447,Apfel,Malus communis * (MAsy),2016
6.63464548957238,51.3490503932984,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3448,Apfel,Malus communis * (MAsy),2016
6.56925764823899,51.3413215218799,0470637,MOERSER STRAßE,27,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.63245587468435,51.351700592482,0870393,HELGOLÄNDER STEIG,15,Himalaja-Birke,Betula utilis,2016
6.60745491781865,51.3426984854928,3878603,Am Sonnenhof,16,Zucker-Ahorn,Acer saccharum,2016
6.54250856173821,51.3354058286857,0170663,NEUER WEG,70,Kaiserlinde,Tilia vulgaris Pallida,2016
6.60820375794312,51.3420342235257,3878603,Am Sonnenhof,212,Katsurabaum,Ceridiphyllum japonicum,2016
6.64489713434868,51.3709882940473,4975239,"FDF Uerdingen, Friedensstraße",120,Tulpenbaum,Liriodendron tulipifera,2016
6.64665445956348,51.3715077697633,4975239,"FDF Uerdingen, Friedensstraße",157,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.57880273844102,51.3461482770701,0870469,JENTGESALLEE,109,Spitz-Ahorn,Acer platanoides,2016
6.59423205813165,51.3438253928716,0870489,KARL-HÜGEL-STRAßE,4,Gemeine Hainbuche,Carpinus betulus,2016
6.64064832419562,51.3393834644648,2775235,"FDF Linn, Elbinger Straße",15,Rotbuche,Fagus sylvatica,2016
6.64150032277125,51.3380730446509,2775235,"FDF Linn, Elbinger Straße",213,Tulpenbaum,Liriodendron tulipifera,2016
6.58056934158937,51.3425486665135,0470237,DÜRERPLATZ,19,Sorte des Zierapfels,Malus Makamik,2016
6.64778632296483,51.3724342573505,4975239,"FDF Uerdingen, Friedensstraße",614,Sand-Birke,Betula pendula,2016
6.64674783618168,51.3735655783573,4975239,"FDF Uerdingen, Friedensstraße",720,Amerikanische Roteiche,Quercus rubra,2016
6.64583706515909,51.3736693804,4975239,"FDF Uerdingen, Friedensstraße",730,Amerikanische Roteiche,Quercus rubra,2016
6.64663604834642,51.3732580660061,4975239,"FDF Uerdingen, Friedensstraße",752,Stiel-Eiche,Quercus robur,2016
6.6457798303332,51.3732737321541,4975239,"FDF Uerdingen, Friedensstraße",771,Amerikanische Roteiche,Quercus rubra,2016
6.64633634961139,51.3734931251599,4975239,"FDF Uerdingen, Friedensstraße",775,Amerikanische Roteiche,Quercus rubra,2016
6.54876644572438,51.3478850186254,0270141,BLUMENTALSTRAßE,41,Stiel-Eiche,Quercus robur,2016
6.56836473150838,51.3515077524406,0270511,KLIEDBRUCHSTRAßE,10,Stiel-Eiche,Quercus robur,2016
