id;address;schooltype;title;content;type;2017;2018;2019;2020;2021;2022;finance;costs;comments;lat;lng;icon;color
150;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Erneuerung Fenster;Gebäudehülle;; ;x; ; ; ;Gute Schule 2020-Mittel;1095000;;51.341356;6.530377;fa-graduation-cap;blue
151;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Digitalisierung;Digitalisierung;; ; ;x; ; ;Gute Schule 2020-Mittel;1095000;;51.341356;6.530377;fa-graduation-cap;blue
152;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Sanierung Sanitäranlagen;Sanierung;; ; ; ;x;;;1095000;;51.341356;6.530377;fa-graduation-cap;blue
153;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Sanierung Flachdächer BT A/B;Gebäudehülle;; ; ; ; ;x;;1095000;;51.341356;6.530377;fa-graduation-cap;blue
154;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Turnhalle, Erneuerung Geräteraumtore und Prallwände;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;1095000;;51.341356;6.530377;fa-graduation-cap;blue
155;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Turnhalle: Sanierung Sanitäranlagen;Sanierung;; ; ; ;x;;;1095000;;51.341356;6.530377;fa-graduation-cap;blue
156;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Turnhalle, Montage Sekuranten;Verkehrssicherheit;;x; ; ; ; ;;1095000;;51.341356;6.530377;fa-graduation-cap;blue
157;Kempener Allee 142/NG;Grundschule;GGS Horkesgath;Turnhalle, Sanierung Sportboden;Sanierung;;;x; ; ; ;Gute Schule 2020-Mittel;1095000;;51.341356;6.530377;fa-graduation-cap;blue
158;Horkesgath 50;Grundschule;GGS Horkesgath;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;1095000;;51.337299;06.52905;fa-graduation-cap;blue
160;Girmesdyk 17-19;Grundschule;Jahnschule;Rauchmeldertausch;Brandschutz;;x; ; ; ; ;;855000;;51.344891;6.552899;fa-graduation-cap;blue
161;Girmesdyk 17-19;Grundschule;Jahnschule;Sanierung Klassenräume;Sanierung;; ;x; ; ; ;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;blue
162;Girmesdyk 17-19;Grundschule;Jahnschule;Sanierung Flure ;Sanierung;; ;x; ; ; ;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;blue
163;Girmesdyk 17-19;Grundschule;Jahnschule;Sanierung Sanitäranlagen;Sanierung;; ;x; ; ; ;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;blue
164;Girmesdyk 17-19;Grundschule;Jahnschule;Digitalisierung;Digitalisierung;;x; ; ; ;;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;blue
165;Girmesdyk 17-19;Grundschule;Jahnschule;Schulhofsanierung;Außenanlagen;; ; ; ; ;x;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;blue
166;Girmesdyk 17-19;Grundschule;Jahnschule;Ersatz Pavillons, Prüfung auf Grundlage SEP und Musterraumprog.;Nutzung/SEP;; ; ; ; ; ;;855000;;51.344891;6.552899;fa-graduation-cap;blue
167;Girmesdyk 17-19;Grundschule;Jahnschule;Turnhalle, Austausch Beleuchtung LED (Förderprojekt);Energetische Sanierung;; ;x; ; ; ;;855000;;51.344891;6.552899;fa-graduation-cap;blue
168;Girmesdyk 17-19;Grundschule;Jahnschule;Turnhalle, Sanierung Prallschutz u. Parkettboden;Sanierung;; ;x; ; ; ;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;blue
169;Girmesdyk 17-19;Grundschule;Jahnschule;Turnhalle: Sanierung Sanitäranlagen;Sanierung;; ;x; ; ; ;Gute Schule 2020-Mittel;855000;;51.344891;6.552899;fa-graduation-cap;blue
170;Girmesdyk 17-19;Grundschule;Jahnschule;Turnhalle, Altbau, Abdichtung/Trockenlegung KG;Sanierung;; ;x; ; ; ;;855000;;51.344891;6.552899;fa-graduation-cap;blue
171;Girmesdyk 17-19;Grundschule;Jahnschule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;855000;;51.344891;6.552899;fa-graduation-cap;blue
172;Girmesdyk 17-19;Grundschule;Jahnschule;Turnhalle/ Versammlungsstätte  Überprüfung/Ertüchtigung;Verkehrssicherheit;;;;;;;;855000;;51.344891;6.552899;fa-graduation-cap;blue
174;Kohlplatzweg 25;Grundschule;Johansenschule;Dämmung obere Geschossdecke;Energetische Sanierung;; ;       ;x; ; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
175;Kohlplatzweg 25;Grundschule;Johansenschule;Digitalisierung;Digitalisierung;;; ;                                                                 ;x; ;Gute Schule 2020-Mittel;805000;;51.338053;6.646787;fa-graduation-cap;blue
176;Kohlplatzweg 25;Grundschule;Johansenschule;Hauptgebäude, Reparatur Fenster ;Gebäudehülle;;;x; ; ; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
177;Kohlplatzweg 25;Grundschule;Johansenschule;Sanierung Sanitäranlagen;Sanierung;;; ;x; ; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
178;Kohlplatzweg 25;Grundschule;Johansenschule;Anstrich Flure, Treppenräume;Sanierung;;;x; ; ; ;Gute Schule 2020-Mittel;805000;;51.338053;6.646787;fa-graduation-cap;blue
179;Kohlplatzweg 25;Grundschule;Johansenschule;Sanierung Klassenräume;Sanierung;;;x; ; ; ;Gute Schule 2020-Mittel;805000;;51.338053;6.646787;fa-graduation-cap;blue
180;Kohlplatzweg 25;Grundschule;Johansenschule;Erneuerung Innenraumtüren;Sanierung;;;; ;x; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
181;Kohlplatzweg 25;Grundschule;Johansenschule;Schulhofsanierung;Außenanlagen;;;; ; ;x;Gute Schule 2020-Mittel;805000;;51.338053;6.646787;fa-graduation-cap;blue
182;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle, Umstellung Beleuchtung auf LED;Energetische Sanierung;x;;;;; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
183;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle, Sanierung Bodenbelag Umkleiden;Sanierung;;;x; ; ; ;Gute Schule 2020-Mittel;805000;;51.338053;6.646787;fa-graduation-cap;blue
184;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle, neue Decken Umkleiden u. Flure;Sanierung;;; ;x; ; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
185;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle, Erneuerung RWA Dach;Brandschutz;;; ; ; ;x;;805000;;51.338053;6.646787;fa-graduation-cap;blue
186;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle, Abklebung Dachhaut;Gebäudehülle;;; ; ; ;x;;805000;;51.338053;6.646787;fa-graduation-cap;blue
187;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle: Sanierung Sanitäranlagen;Sanierung;;; ;x; ; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
188;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle, Dach mit Attika aus Schiefer;Gebäudehülle;;; ; ; ;x;;805000;;51.338053;6.646787;fa-graduation-cap;blue
189;Kohlplatzweg 25;Grundschule;Johansenschule;Turnhalle, Sanierung Bodenbelag;Sanierung;;; ;x; ; ;;805000;;51.338053;6.646787;fa-graduation-cap;blue
190;Kohlplatzweg 25;Grundschule;Johansenschule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;805000;;51.338053;6.646787;fa-graduation-cap;blue
192;An der Josefkirche 2;Grundschule;Josefschule;Notmaßnahme Decken (Rest aus 2017);Verkehrssicherheit;x;; ; ; ; ;;665000;;51.327285;06.55693;fa-graduation-cap;blue
193;An der Josefkirche 2;Grundschule;Josefschule;Digitalisierung;Digitalisierung;;;;x; ; ;Gute Schule 2020-Mittel;665000;;51.327285;06.55693;fa-graduation-cap;blue
194;An der Josefkirche 2;Grundschule;Josefschule;Geländererhöhung Treppenhaus;Verkehrssicherheit;;x; ; ; ; ;;665000;;51.327285;06.55693;fa-graduation-cap;blue
195;An der Josefkirche 2;Grundschule;Josefschule;Einbau RW-Fenster u. Abtrennung Keller;Brandschutz;; ; ; ; ;x;;665000;;51.327285;06.55693;fa-graduation-cap;blue
196;An der Josefkirche 2;Grundschule;Josefschule;Parkettböden abschleifen/versiegeln;Sanierung;; ;; ;x; ;;665000;;51.327285;06.55693;fa-graduation-cap;blue
197;An der Josefkirche 2;Grundschule;Josefschule;Sanierung Sanitäranlagen;Sanierung;; ; ; ; ;x;;665000;;51.327285;06.55693;fa-graduation-cap;blue
198;Südstr. 22/NG;Grundschule;Josefschule;NG Südstr., Sanierung Dach mit Glasaufbau/Wände;Gebäudehülle;; ;x; ; ; ;;665000;;51.326772;6.559606;fa-graduation-cap;blue
199;Südstr. 22/NG;Grundschule;Josefschule;NG Südstr. Sanierung Sanitäranlagen;Sanierung;; ; ;x; ; ;;665000;;51.326772;6.559606;fa-graduation-cap;blue
200;Südstr. 22/NG;Grundschule;Josefschule;NG Südstr., Digitalisierung;Digitalisierung;; ; ;x; ; ;Gute Schule 2020-Mittel;665000;;51.326772;6.559606;fa-graduation-cap;blue
201;Südstr. 22/NG;Grundschule;Josefschule;NG Südstr., Sanierung Klassenräume;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;665000;;51.326772;6.559606;fa-graduation-cap;blue
202;Südstr. 22/NG;Grundschule;Josefschule;NG Südstr., Sanierung Treppenhaus;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;665000;;51.326772;6.559606;fa-graduation-cap;blue
203;An der Josefkirche 2;Grundschule;Josefschule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;665000;;51.327285;06.55693;fa-graduation-cap;blue
205;Oberbruchstr. 87;Grundschule;GS Königshof;Digitalisierung;Digitalisierung;; ; ; ;x; ;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;blue
206;Oberbruchstr. 87;Grundschule;GS Königshof;BS-technische Ertüchtigung ;Brandschutz;;x; ; ; ; ;;630000;;51.315926;6.590567;fa-graduation-cap;blue
207;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung Parkettböden;Sanierung;;x;;;;;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;blue
208;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung Klassenräume;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;blue
209;Oberbruchstr. 87;Grundschule;GS Königshof;Dämmung obere Geschossdecke;Energetische Sanierung;; ; ; ; ;x;;630000;;51.315926;6.590567;fa-graduation-cap;blue
210;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung Treppenhäuser und Flure;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;blue
211;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung OGS;Sanierung;; ;x; ; ; ;;630000;;51.315926;6.590567;fa-graduation-cap;blue
212;Oberbruchstr. 87;Grundschule;GS Königshof;Kellerabdichtung;Sanierung;; ; ; ; ;x;;630000;;51.315926;6.590567;fa-graduation-cap;blue
213;Oberbruchstr. 87;Grundschule;GS Königshof;Schulhofsanierung;Außenanlagen;; ;; ; ;x;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;blue
214;Oberbruchstr. 87;Grundschule;GS Königshof;Sanierung Sanitäranlagen;Sanierung;; ;x; ; ; ;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;blue
215;Oberbruchstr. 87;Grundschule;GS Königshof;Ersatz Pavillons, Prüfung auf Grundlage SEP und Musterraumprog.;Nutzung/SEP;; ;; ;; ;;630000;;51.315926;6.590567;fa-graduation-cap;blue
216;Oberbruchstr. 87;Grundschule;GS Königshof;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;630000;;51.315926;6.590567;fa-graduation-cap;blue
218;Gießerpfad 2-10;Grundschule;Lindenschule;Erweiterung Alarmierung BMZ;Brandschutz;x;; ; ; ; ;;480000;;51.320251;6.536653;fa-graduation-cap;blue
219;Gießerpfad 2-10;Grundschule;Lindenschule;Gestaltung Schulhof;Außenanlagen;; ;;; ;x;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
220;Gießerpfad 2-10;Grundschule;Lindenschule;Schallisolation Decke in 5 Klassen;Verkehrssicherheit;; ;x;; ; ;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
221;Gießerpfad 2-10;Grundschule;Lindenschule;Digitalisierung;Digitalisierung;; ; ;x; ; ;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
222;Gießerpfad 2-10;Grundschule;Lindenschule;Sanierung Flure u. Treppenhäuser;Sanierung;; ; ; ; ;x;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
223;Gießerpfad 2-10;Grundschule;Lindenschule;Anstrich Fenster;Gebäudehülle;; ; ;x; ; ;;480000;;51.320251;6.536653;fa-graduation-cap;blue
224;Gießerpfad 2-10;Grundschule;Lindenschule;Einbau BS-Tür bei Milchausgabe;Brandschutz;; ; ; ; ;x;;480000;;51.320251;6.536653;fa-graduation-cap;blue
225;Gießerpfad 2-10;Grundschule;Lindenschule;Ggf. Erweiterung auf Grundlage SEP u. Musterraumprogramm;SEP;; ; ; ;  ; ;;480000;;51.320251;6.536653;fa-graduation-cap;blue
226;Gießerpfad 2-10;Grundschule;Lindenschule;Sanierung Klassenräume;Sanierung;; ; ; ; ;x;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
227;Gießerpfad 2-10;Grundschule;Lindenschule;Sanierung Sanitäranlagen;Sanierung;; ; ; ; ;x;;480000;;51.320251;6.536653;fa-graduation-cap;blue
228;Gießerpfad 2-10;Grundschule;Lindenschule;Bauunterhalt< 10.000 Euro;Sanierung;;x;x;x;x;x;;480000;;51.320251;6.536653;fa-graduation-cap;blue
230;Gießerpfad 2-10;Grundschule;St. Michael Schule;Schulhofsanierung ;Außenanlagen;;;;;;x;Gute Schule 2020-Mittel;315000;;51.319832;6.535928;fa-graduation-cap;blue
231;Gießerpfad 2-10;Grundschule;St. Michael Schule;Ggf. Erweiterung auf Grundlage SEP u. Musterraumprogramm;SEP;; ; ; ; ; ;;315000;;51.319832;6.535928;fa-graduation-cap;blue
232;Gießerpfad 2-10;Grundschule;St. Michael Schule;Digitalisierung;Digitalisierung;; ; ;x; ; ;Gute Schule 2020-Mittel;315000;;51.319832;6.535928;fa-graduation-cap;blue
233;Gießerpfad 2-10;Grundschule;St. Michael Schule;Sanierung Klassenräume;Verkehrssicherheit;;x; ; ; ; ;Gute Schule 2020-Mittel;315000;;51.319832;6.535928;fa-graduation-cap;blue
234;Gießerpfad 2-10;Grundschule;St. Michael Schule;Anstrich Eingangstüren;Gebäudehülle;;x; ; ; ; ;;315000;;51.319832;6.535928;fa-graduation-cap;blue
235;Gießerpfad 2-10;Grundschule;St. Michael Schule;Erneuerung Bodenbelag;Verkehrssicherheit;;x; ; ; ; ;Gute Schule 2020-Mittel;315000;;51.319832;6.535928;fa-graduation-cap;blue
236;Gießerpfad 2-10;Grundschule;St. Michael Schule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;315000;;51.319832;6.535928;fa-graduation-cap;blue
238;Mariannenstr. 29;Grundschule;Mariannenschule;Dach-  und Fassadensanierung;Gebäudehülle;; ; ;x; ;;;775000;;51.329765;6.570988;fa-graduation-cap;blue
239;Mariannenstr. 29;Grundschule;Mariannenschule;Sanierung Klassenräume;Sanierung;; ; ;x; ;;;775000;;51.329765;6.570988;fa-graduation-cap;blue
240;Mariannenstr. 29;Grundschule;Mariannenschule;Sanierung Sanitäranlagen ;Sanierung;; ;x; ; ;;Gute Schule 2020-Mittel;775000;;51.329765;6.570988;fa-graduation-cap;blue
241;Mariannenstr. 97, NG;Grundschule;Mariannenschule;Erneuerung Fenster;Gebäudehülle;;;x; ; ; ;Gute Schule 2020-Mittel;775000;;51.332105;6.569809;fa-graduation-cap;blue
242;Mariannenstr. 29;Grundschule;Mariannenschule;Sanierung Flure u. Treppenhaus;Sanierung;; ; ;x; ;;;775000;;51.329765;6.570988;fa-graduation-cap;blue
243;Mariannenstr. 97, NG;Grundschule;Mariannenschule;Digitalisierung;Digitalisierung;;; ; ;x; ;Gute Schule 2020-Mittel;775000;;51.332105;6.569809;fa-graduation-cap;blue
244;Mariannenstr. 97, NG;Grundschule;Mariannenschule;Anbau Hofseite, Behebung Putzschäden Fassade;Gebäudehülle;;;x; ; ; ;Gute Schule 2020-Mittel;775000;;51.332105;6.569809;fa-graduation-cap;blue
245;Mariannenstr. 97, NG;Grundschule;Mariannenschule;Erneuerung WW-Verteilung + Dem. Einzelraumregelung;Energetische Sanierung;;x; ; ; ; ;;775000;;51.332105;6.569809;fa-graduation-cap;blue
246;Mariannenstr. 97, NG;Grundschule;Mariannenschule;Erneuerung Heizkörper Klassenräume;Energetische Sanierung;;;x; ; ; ;;775000;;51.332105;6.569809;fa-graduation-cap;blue
247;Mariannenstr. 29;Grundschule;Mariannenschule;Digitalisierung;Digitalisierung;; ; ; ;x; ;Gute Schule 2020-Mittel;775000;;51.329765;6.570988;fa-graduation-cap;blue
248;Mariannenstr. 29;Grundschule;Mariannenschule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;775000;;51.329765;6.570988;fa-graduation-cap;blue
250;Hofstr. 45;Grundschule;Mosaikschule;Turnhalle, Sanierung Außenfassade;Gebäudehülle;; ;x; ; ; ;;585500;;51.338849;6.553821;fa-graduation-cap;blue
251;Hofstr. 45;Grundschule;Mosaikschule;Digitalisierung (gem. FB 40 z.Z. noch nicht);Digitalisierung; ; ;x; ; ;;Gute Schule 2020-Mittel;585500;;51.338849;6.553821;fa-graduation-cap;blue
252;Hofstr. 45;Grundschule;Mosaikschule;Schottung Treppenhäuser inkl. Ausgänge;Brandschutz;; ; ; ; ;x;;585500;;51.338849;6.553821;fa-graduation-cap;blue
253;Hofstr. 45;Grundschule;Mosaikschule;Prüfung Neubau  / Umzug inkl. Erweiterung;SEP;;;;;;;;585500;;51.338849;6.553821;fa-graduation-cap;blue
254;Felbelstr. 24/NG;Grundschule;Mosaikschule;Schottung Treppenhaus 1. OG, Einbau BS-Türen zum Klassenraum;Brandschutz;; ;x; ; ; ;;585500;;51.336184;6.568006;fa-graduation-cap;blue
255;Felbelstr. 24/NG;Grundschule;Mosaikschule;Sanierung Klassenräume;Sanierung;;;x; ; ; ;Gute Schule 2020-Mittel;585500;;51.336184;6.568006;fa-graduation-cap;blue
256;Felbelstr. 24/NG;Grundschule;Mosaikschule;Notmaßnahme Decken (Rest aus 2017);Brandschutz;x;; ; ; ; ;;585500;;51.336184;6.568006;fa-graduation-cap;blue
257;Felbelstr. 24/NG;Grundschule;Mosaikschule;Sanierung Flure u. Treppenhaus;Sanierung;;;x; ; ; ;Gute Schule 2020-Mittel;585500;;51.336184;6.568006;fa-graduation-cap;blue
258;Felbelstr. 24/NG;Grundschule;Mosaikschule;Digitalisierung;Digitalisierung; ; ;x; ; ;;Gute Schule 2020-Mittel;585500;;51.336184;6.568006;fa-graduation-cap;blue
259;Felbelstr. 24/NG;Grundschule;Mosaikschule;Ggf. Erweiterung auf Grundlage SEP u. Musterraumprogramm;SEP;;;;;;;;585500;;51.336184;6.568006;fa-graduation-cap;blue
260;Felbelstr. 24/NG;Grundschule;Mosaikschule;Turnhalle, Sanierung Flachdach und Fassade;Gebäudehülle;; ;; ;x; ;;585500;;51.336184;6.568006;fa-graduation-cap;blue
261;Felbelstr. 24/NG;Grundschule;Mosaikschule;Turnhalle, Erweiterung Alarmierung;Brandschutz;; ;x; ; ; ;;585500;;51.336184;6.568006;fa-graduation-cap;blue
262;Hofstr. 45;Grundschule;Mosaikschule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;585500;;51.338849;6.553821;fa-graduation-cap;blue
263;Hofstr. 45;Grundschule;Mosaikschule;Versammlungsstätte  Überprüfung/Ertüchtigung;Verkehrssicherheit;;;;;;;;585500;;51.338849;6.553821;fa-graduation-cap;blue
265;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Sanierung Sanitäranlagen (Toilettenhaus u. Pavillon);Sanierung;;x; ;  ; ; ;Gute Schule 2020-Mittel;555000;;51.352301;6.645455;fa-graduation-cap;blue
266;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Digitalisierung;Digitalisierung;; ;x; ; ; ;Gute Schule 2020-Mittel;555000;;51.352301;6.645455;fa-graduation-cap;blue
267;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Sanierung Parkettböden;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;555000;;51.352301;6.645455;fa-graduation-cap;blue
268;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Hauptgebäude, Erneuerung Fenster;Gebäudehülle;; ;x; ; ; ;Gute Schule 2020-Mittel;555000;;51.352301;6.645455;fa-graduation-cap;blue
269;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Hauptgebäude/Fluchttreppenturm 1. OG;Brandschutz;; ; ; ; ;x;;555000;;51.352301;6.645455;fa-graduation-cap;blue
270;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Ggf. Erweiterung auf Grundlage SEP u. Musterraumprogramm;SEP;; ; ; ; ; ;;555000;;51.352301;6.645455;fa-graduation-cap;blue
271;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;555000;;51.352301;6.645455;fa-graduation-cap;blue
273;Hülser Str. 449;Grundschule;Pestalozzischule;Sanierung Parkettböden;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;420000;;51.351859;6.537767;fa-graduation-cap;blue
274;Hülser Str. 449;Grundschule;Pestalozzischule;Digitalisierung;Digitalisierung;;x; ; ; ;;Gute Schule 2020-Mittel;420000;;51.351859;6.537767;fa-graduation-cap;blue
275;Hülser Str. 449;Grundschule;Pestalozzischule;Einbau Sonnenschutz ;Gebäudehülle;; ;x; ; ; ;;420000;;51.351859;6.537767;fa-graduation-cap;blue
276;Hülser Str. 449;Grundschule;Pestalozzischule;Dämmung obere Geschossdecke;Energetische Sanierung;; ;x; ; ; ;;420000;;51.351859;6.537767;fa-graduation-cap;blue
277;Hülser Str. 449;Grundschule;Pestalozzischule;Anstrich Flure u. Treppenräume;Sanierung;;x; ; ; ; ;Gute Schule 2020-Mittel;420000;;51.351859;6.537767;fa-graduation-cap;blue
278;Hülser Str. 449;Grundschule;Pestalozzischule;Altbau, Treppenhaus, BS-Türen, Schottung UG;Brandschutz;; ; ; ; ;x;;420000;;51.351859;6.537767;fa-graduation-cap;blue
279;Hülser Str. 449;Grundschule;Pestalozzischule;Dachsanierung;Gebäudehülle;; ; ; ;x;;;420000;;51.351859;6.537767;fa-graduation-cap;blue
280;Hülser Str. 449;Grundschule;Pestalozzischule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;420000;;51.351859;6.537767;fa-graduation-cap;blue
282;Gladbacher Str. 277;Grundschule;Regenbogenschule;Erneuerung Fenster, Brandschutzkonzept;Gebäudehülle;; ; ; ;x;;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
283;Gladbacher Str. 277;Grundschule;Regenbogenschule;Austausch RWA;Brandschutz;; ; ; ; ;x;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
284;Gladbacher Str. 277;Grundschule;Regenbogenschule;Einbau HAZ;Brandschutz;;x; ; ; ;;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
285;Gladbacher Str. 277;Grundschule;Regenbogenschule;Digitalisierung;Digitalisierung;; ;x; ; ; ;Gute Schule 2020-Mittel;5185000;;51.315677;6.558698;fa-graduation-cap;blue
286;Gladbacher Str. 277;Grundschule;Regenbogenschule;Planung/Arch. Sanierung Nebengebäude;Sanierung;x; ; ; ; ; ;KInvFöG-Mittel;5185000;;51.315677;6.558698;fa-graduation-cap;blue
287;Gladbacher Str. 277;Grundschule;Regenbogenschule;Neubau (Planung) inkl. Erweiterung gemäß SEP;Neubau/SEP;x;;;; ; ;Gute Schule 2020-Mittel;5185000;;51.315677;6.558698;fa-graduation-cap;blue
288;Gladbacher Str. 277;Grundschule;Regenbogenschule;Überdachung;Gebäudehülle;; ;x;;; ;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
289;Gladbacher Str. 277;Grundschule;Regenbogenschule;Trockenlegung Keller Hauptgebäude;Sanierung;;x;;;;;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
290;Gladbacher Str. 277;Grundschule;Regenbogenschule;Erneuerung Dachdämmung oberste Geschossdecke;Energetische Sanierung;;;x;;;;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
291;Gladbacher Str. 277;Grundschule;Regenbogenschule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
293;Thielenstr. 40;Grundschule;Schönwasserschule;Erneuerung Schuleinfriedung;Verkehrssicherheit;x;; ; ; ; ;;560000;;51.331845;6.610782;fa-graduation-cap;blue
294;Thielenstr. 40;Grundschule;Schönwasserschule;Erneuerung Brandschutztüren;Brandschutz;;x; ; ; ; ;;560000;;51.331845;6.610782;fa-graduation-cap;blue
295;Thielenstr. 40;Grundschule;Schönwasserschule;Sanierung Klassenräume;Sanierung;;; ; ; ;x;;560000;;51.331845;6.610782;fa-graduation-cap;blue
296;Thielenstr. 40;Grundschule;Schönwasserschule;Digitalisierung;Digitalisierung;; ; ; ;x; ;Gute Schule 2020-Mittel;560000;;51.331845;6.610782;fa-graduation-cap;blue
297;Thielenstr. 40;Grundschule;Schönwasserschule;Sanierung Treppenhäuser u. Flure;Sanierung;;; ; ; ;x;;560000;;51.331845;6.610782;fa-graduation-cap;blue
298;Thielenstr. 40;Grundschule;Schönwasserschule;Dachsanierung;Gebäudehülle;; ;x;; ; ;Gute Schule 2020-Mittel;560000;;51.331845;6.610782;fa-graduation-cap;blue
299;Thielenstr. 40;Grundschule;Schönwasserschule;Gestaltung Schulhof;Außenanlagen;; ;;x; ;;;560000;;51.331845;6.610782;fa-graduation-cap;blue
300;Thielenstr. 40;Grundschule;Schönwasserschule;Erneuerung  Fenster Altbau;Gebäudehülle;;x; ; ; ; ;Gute Schule 2020-Mittel;560000;;51.331845;6.610782;fa-graduation-cap;blue
301;Thielenstr. 40;Grundschule;Schönwasserschule;Prüfung Raumbedarf auf Grundlage SEP und Musterraumprog.;Nutzung/SEP;;;;;;;;560000;;51.331845;6.610782;fa-graduation-cap;blue
302;Thielenstr. 40;Grundschule;Schönwasserschule;Bauunterhalt < 10.000 Euro;Sanierung;;x;x;x;x;x;;560000;;51.331845;6.610782;fa-graduation-cap;blue
304;Herrenweg 10-14;Grundschule;GS an der Burg;Sanierung Sanitäranlagen;Sanierung;; ; ; ; ;x;;575000;;51.374774;6.511297;fa-graduation-cap;blue
305;Herrenweg 10-14;Grundschule;GS an der Burg;Erneuerung Fenster 3./4. BA;Gebäudehülle;; ; ;x; ; ;;575000;;51.374774;6.511297;fa-graduation-cap;blue
